Epoch 1/10, Train Loss: 0.0428, Val Loss: 0.0411
Epoch 2/10, Train Loss: 0.0293, Val Loss: 0.0398
Epoch 3/10, Train Loss: 0.0270, Val Loss: 0.0255
Epoch 4/10, Train Loss: 0.0265, Val Loss: 0.0277
Epoch 5/10, Train Loss: 0.0259, Val Loss: 0.0353
Epoch 6/10, Train Loss: 0.0253, Val Loss: 0.0248
Epoch 7/10, Train Loss: 0.0260, Val Loss: 0.0247
Epoch 8/10, Train Loss: 0.0248, Val Loss: 0.0248
Epoch 9/10, Train Loss: 0.0248, Val Loss: 0.0239
Epoch 10/10, Train Loss: 0.0242, Val Loss: 0.0249
